Designator,Mid X,Mid Y,Rotation,Layer
J1,119.335,-89.925,90.0,bottom
J10,73.5675,-107.295,270.0,top
J20,149.4325,-107.305,90.0,top
J3,110.97,-125.544,0.0,top
